FieldSite,Location,Date,Year,GroupSize,Context,ContextType,CallerName,SndFile_orig,Tape,Track,ElapsedTime,S.M.SoundFile,MultipleCallConfiguration,SndFile,ContextTypeNew,Fam,tape_track,sequence_group,context_group,SndFile_mod
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310208,23,6,10208,Multiple,TwoOverlappingCalls,C2310208.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,001_C2310208.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310233,23,6,10233,Single,NA,C2310233.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,002_C2310233.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310356,23,6,10356,Single,NA,C2310356.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,003_C2310356.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Eudora,C2310413,23,6,10413,Multiple,TwoOverlappingCalls,C2310413.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,004_C2310413.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310413,23,6,10419,Multiple,TwoOverlappingCalls,C2310413.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,004_C2310413.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310436,23,6,10436,Single,NA,C2310436.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,005_C2310436.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310452,23,6,10455,Single,NA,C2310452.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,006_C2310452.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310555,23,6,10555,Single,NA,C2310555.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,007_C2310555.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310656,23,6,10656,Single,NA,C2310656.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,008_C2310656.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310710,23,6,10710,Single,NA,C2310710.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,009_C2310710.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2310802,23,6,10802,Single,NA,C2310802.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,010_C2310802.wav
Amboseli,Causeway Swamp,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2311028,23,6,11028,Single,NA,C2311028.wav,Lets go,EB,2000-08-15_23_6,194,194_Lets go,011_C2311028.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2312431,23,7,12431,Single,NA,C2312431.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,001_C2312431.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313057,23,7,13057,Single,NA,C2313057.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,002_C2313057.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313126,23,7,13126,Single,NA,C2313126.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,003_C2313126.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313142,23,7,13142,Single,NA,C2313142.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,004_C2313142.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313207,23,7,13207,Single,NA,C2313207.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,005_C2313207.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313231,23,7,13231,Single,NA,C2313231.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,006_C2313231.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313242,23,7,13242,Single,NA,C2313242.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,007_C2313242.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313530,23,7,13530,Single,NA,C2313530_part1.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,008_C2313530_part1.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313539,23,7,13539,Single,NA,C2313539_C2313530_part2.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,009_C2313539_C2313530_part2.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313551,23,7,13551,Single,NA,C2313551_C2313530_part3.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,010_C2313551_C2313530_part3.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313605,23,7,13605,Single,NA,C2313605_C2313530_part4.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,011_C2313605_C2313530_part4.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313619,23,7,13619,Single,NA,C2313619_C2313530_part5.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,012_C2313619_C2313530_part5.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2313646,23,7,13646,Single,NA,C2313646_C2313530_part6.wav,Lets go,EB,2000-08-15_23_7,195,195_Lets go,013_C2313646_C2313530_part6.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2400024,24,1,24,Single,NA,C2400024.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,001_C2400024.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2400045,24,1,45,Single,NA,C2400045.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,002_C2400045.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Ella,C2400103,24,1,103,Single,NA,C2400103.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,003_C2400103.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Ella,C2400123,24,1,123,Single,NA,C2400123.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,004_C2400123.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2400202,24,1,202,Single,NA,C2400202.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,005_C2400202.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2400241,24,1,241,Multiple,TwoOverlappingCalls,C2400241.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,006_C2400241.wav
Amboseli,Jonah’s Enclosure,8/15/00,2000,25,"Movement, Space & Leadership",let’s go,Unknown,C2400301,24,1,301,Single,NA,C2400301.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,007_C2400301.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,25,Movement Space & Leadership,let's go,Enid,C2400320,24,1,320,Single,NA,C2400320.wav,Lets go,EB,2000-08-15_24_1,196,196_Lets go,008_C2400320.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,22,Affiliative,greeting,Edwina,C2403917,24,7,3917,Multiple,MultipleOverlappingCalls,C2403917_C2403915_part1.wav,Greeting,EB,2000-08-15_24_7,198,198_Greeting,001_C2403917_C2403915_part1.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,22,Affiliative,greeting,Echo,C2403930,24,7,3930,Multiple,MultipleOverlappingCalls,C2403930_C2403915_part2.wav,Greeting,EB,2000-08-15_24_7,198,198_Greeting,002_C2403930_C2403915_part2.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,22,Affiliative,greeting,Unknown EB,C2403955,24,7,3955,Multiple,MultipleOverlappingCalls,C2403955_C2403915_part3.wav,Greeting,EB,2000-08-15_24_7,198,198_Greeting,003_C2403955_C2403915_part3.wav
Amboseli,Jonah's Enclosure,8/15/00,2000,22,Affiliative,greeting,Unknown EB,C2404036,24,7,4036,Multiple,MultipleOverlappingCalls,C2404036_C2403915_part4.wav,Greeting,EB,2000-08-15_24_7,198,198_Greeting,004_C2404036_C2403915_part4.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Echo,C2404247,24,8,4247,Multiple,TwoOverlappingCalls,C2404247_C2404246_part1.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,001_C2404247_C2404246_part1.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Edwina,C2404300,24,8,4300,Multiple,MultipleOverlappingCalls,C2404300_C2404246_part2.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,002_C2404300_C2404246_part2.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Unknown EB,C2404300,24,8,4307,Multiple,MultipleOverlappingCalls,C2404300_C2404246_part2.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,002_C2404300_C2404246_part2.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Erin,C2404321,24,8,4321,Multiple,MultipleOverlappingCalls,C2404321_C2404246_part3.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,003_C2404321_C2404246_part3.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Echo,C2404321,24,8,4328,Multiple,MultipleOverlappingCalls,C2404321_C2404246_part3.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,003_C2404321_C2404246_part3.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Echo,C2404321,24,8,4337,Multiple,MultipleOverlappingCalls,C2404321_C2404246_part3.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,003_C2404321_C2404246_part3.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Erin,C2404408,24,8,4408,Multiple,MultipleOverlappingCalls,C2404408_C2404246_part4.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,004_C2404408_C2404246_part4.wav
Amboseli,Ol Tukai Orok Plains,8/15/00,2000,22,Movement Space & Leadership,cadenced,Unknown EB,C2404447,24,8,4408,Multiple,MultipleOverlappingCalls,C2404447_C2404246_part5.wav,Cadenced,EB,2000-08-15_24_8,199,199_Cadenced,005_C2404447_C2404246_part5.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,greeting,Erin & Ell & Eud & Ele & Emm,C2502054,25,4,2054,Multiple,MultipleOverlappingCalls,C2502054_part1.wav,Greeting,EB,2000-08-16_25_4,203,203_Greeting,001_C2502054_part1.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,greeting,Erin & Ell & Eud & Ele & Emm,C2502054,25,4,2054,Multiple,MultipleOverlappingCalls,C2502054_part2.wav,Greeting,EB,2000-08-16_25_4,203,203_Greeting,002_C2502054_part2.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,greeting,Erin & Ell & Eud & Ele & Emm,C2502054,25,4,2054,Multiple,TwoOverlappingCalls,C2502054_part3.wav,Greeting,EB,2000-08-16_25_4,203,203_Greeting,003_C2502054_part3.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,little greeting,Emma,C2502931,25,6,2950,Multiple,TwoOverlappingCalls,C2502931.wav,Little greeting,EB,2000-08-16_25_6,204,204_Little greeting,001_C2502931.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,little greeting,Eleanor,C2503541,25,6,3442,Multiple,TwoOverlappingCalls,C2503541.wav,Little greeting,EB,2000-08-16_25_6,204,204_Little greeting,002_C2503541.wav
Amboseli,Serena Corner OTO,8/16/00,2000,25,Affiliative,little greeting,c95,C2503541,25,6,3541,Multiple,TwoOverlappingCalls,C2503541.wav,Little greeting,EB,2000-08-16_25_6,204,204_Little greeting,002_C2503541.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,4,Affiliative,little greeting,Eliot,C2601612,26,4,1612,Multiple,TwoOverlappingCalls,C2601612.wav,Little greeting,EB,2000-08-17_26_4,207,207_Little greeting,001_C2601612.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,4,Affiliative,little greeting,Eliot,C2601706,26,4,1706,Single,NA,C2601706.wav,Little greeting,EB,2000-08-17_26_4,207,207_Little greeting,002_C2601706.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,4,Affiliative,little greeting,Eliot,C2601713,26,4,1713,Single,NA,C2601713.wav,Little greeting,EB,2000-08-17_26_4,207,207_Little greeting,003_C2601713.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,10,Affiliative,little greeting,Echo,C2603623,26,4,3623,Multiple,TwoOverlappingCalls,C2603623.wav,Little greeting,EB,2000-08-17_26_4,207,207_Little greeting,004_C2603623.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,10,Affiliative,little greeting,Edwina,C2603623,26,4,3623,Multiple,TwoOverlappingCalls,C2603623.wav,Little greeting,EB,2000-08-17_26_4,207,207_Little greeting,004_C2603623.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,18,Affiliative,little greeting,Echeri & another,C2605425,26,9,5425,Multiple,TwoOverlappingCalls,C2605425.wav,Little greeting,EB,2000-08-17_26_9,209,209_Little greeting,001_C2605425.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,18,Affiliative,little greeting,Echo,C2605541,26,9,5541,Multiple,TwoOverlappingCalls,C2605541.wav,Little greeting,EB,2000-08-17_26_9,209,209_Little greeting,002_C2605541.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,18,Affiliative,little greeting,Ebony,C2610045,26,9,10045,Multiple,SeriesOfSingleCalls,C2610045.wav,Little greeting,EB,2000-08-17_26_9,209,209_Little greeting,003_C2610045.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,19,Affiliative,greeting,Emma & Ella & Echo,C2610418,26,10,10418,Multiple,MultipleOverlappingCalls,C2610418.wav,Greeting,EB,2000-08-17_26_10,210,210_Greeting,001_C2610418.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,19,Affiliative,greeting,Emma,C2610436,26,10,10436,Single,NA,C2610436.wav,Greeting,EB,2000-08-17_26_10,210,210_Greeting,002_C2610436.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,19,Affiliative,greeting,Emma,C2610457,26,10,10457,Multiple,MultipleOverlappingCalls,C2610457.wav,Greeting,EB,2000-08-17_26_10,210,210_Greeting,003_C2610457.wav
Amboseli,Ol Tukai Orok,8/17/00,2000,19,Affiliative,greeting,Emma,C2610545,26,10,10545,Multiple,TwoOverlappingCalls,C2610545.wav,Greeting,EB,2000-08-17_26_10,210,210_Greeting,004_C2610545.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2701253,27,4,1253,Single,NA,C2701253.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,001_C2701253.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2701335,27,4,1335,Single,NA,C2701335.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,002_C2701335.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2701450,27,4,1450,Single,NA,C2701450.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,003_C2701450.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2702207,27,4,2207,Single,NA,C2702207.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,004_C2702207.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2702458,27,4,2459,Single,NA,C2702458.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,005_C2702458.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Enid,C2702459,27,4,2459,Single,NA,C2702459.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,006_C2702459.wav
Amboseli,Ol Tukai Orok Plains,8/18/00,2000,26,Movement Space & Leadership,contact,Echo,C2703043,27,4,3043,Multiple,MultipleOverlappingCalls,C2703043.wav,Contact,EB,2000-08-18_27_4,221,221_Contact,007_C2703043.wav
Amboseli,Ol Tukai Orok Plains,8/19/00,2000,11,Affiliative,greeting,Echo,C2710844,27,9,10844,Single,NA,C2710844.wav,Greeting,EB,2000-08-19_27_9,222,222_Greeting,001_C2710844.wav
Amboseli,Ol Tukai Orok Plains,8/19/00,2000,11,Affiliative,greeting,Echo,C2710856,27,9,10856,Single,NA,C2710856.wav,Greeting,EB,2000-08-19_27_9,222,222_Greeting,002_C2710856.wav
Amboseli,Ol Tukai Orok Plains,8/19/00,2000,11,Affiliative,greeting,Echo,C2710911,27,9,10911,Single,NA,C2710911.wav,Greeting,EB,2000-08-19_27_9,222,222_Greeting,003_C2710911.wav
Amboseli,South of Camp,8/19/00,2000,11,Movement Space & Leadership,contact,Erin,C2712941,27,11,12941,Multiple,MultipleOverlappingCalls,C2712941.wav,Contact,EB,2000-08-19_27_11,223,223_Contact,001_C2712941.wav
Amboseli,South of Camp,8/19/00,2000,11,Movement Space & Leadership,contact,Erin,C2712941,27,11,12941,Multiple,MultipleOverlappingCalls,C2712941.wav,Contact,EB,2000-08-19_27_11,223,223_Contact,001_C2712941.wav
Amboseli,South of Camp,8/19/00,2000,11,Movement Space & Leadership,contact,Unknown EB,C2712941,27,11,12941,Multiple,MultipleOverlappingCalls,C2712941.wav,Contact,EB,2000-08-19_27_11,223,223_Contact,001_C2712941.wav
Amboseli,South of Camp,8/19/00,2000,14,Movement Space & Leadership,contact,Enid/Eliot,C2802642,28,1,2642,Multiple,TwoOverlappingCalls,C2802642.wav,Contact,EB,2000-08-19_28_1,224,224_Contact,001_C2802642.wav
Amboseli,South of Camp,8/19/00,2000,14,Affiliative,greeting,Echo,C2800609,28,1,609,Multiple,MultipleOverlappingCalls,C2800609.wav,Greeting,EB,2000-08-19_28_1,224,224_Greeting,001_C2800609.wav
Amboseli,South of Camp,8/19/00,2000,20,Affiliative,greeting,Emerald,C2811234,28,5,11234,Multiple,TwoOverlappingCalls,C2811234_part1.wav,Greeting,EB,2000-08-19_28_5,225,225_Greeting,001_C2811234_part1.wav
Amboseli,South of Camp,8/19/00,2000,20,Affiliative,greeting,Emerald,C2811234,28,5,11234,Multiple,MultipleOverlappingCalls,C2811234_part2.wav,Greeting,EB,2000-08-19_28_5,225,225_Greeting,002_C2811234_part2.wav
Amboseli,Ol Tukai Orok,10/15/00,2000,23,Affiliative,greeting,Eliot,C2912856,29,15,12856,Multiple,TwoOverlappingCalls,C2912856_C2912855_part1.wav,Greeting,EB,2000-10-15_29_15,226,226_Greeting,001_C2912856_C2912855_part1.wav
Amboseli,Ol Tukai Orok,10/15/00,2000,23,Affiliative,greeting,Enid,C2912856,29,15,12856,Multiple,TwoOverlappingCalls,C2912856_C2912855_part1.wav,Greeting,EB,2000-10-15_29_15,226,226_Greeting,001_C2912856_C2912855_part1.wav
Amboseli,Ol Tukai Orok,10/15/00,2000,23,Affiliative,greeting,Elspeth,C2912904,29,15,12904,Multiple,MultipleOverlappingCalls,C2912904_C2912855_part2.wav,Greeting,EB,2000-10-15_29_15,226,226_Greeting,002_C2912904_C2912855_part2.wav
Amboseli,Ol Tukai Orok,10/15/00,2000,23,Affiliative,greeting,Erin,C2912913,29,15,12913,Multiple,TwoOverlappingCalls,C2912913_C2912855_part3.wav,Greeting,EB,2000-10-15_29_15,226,226_Greeting,003_C2912913_C2912855_part3.wav
Amboseli,Ol Tukai Orok,10/15/00,2000,23,Affiliative,greeting,Eliot,C2913027,29,15,13027,Multiple,TwoOverlappingCalls,C2913027.wav,Greeting,EB,2000-10-15_29_15,226,226_Greeting,004_C2913027.wav
Amboseli,Ol Tukai Orok,10/16/00,2000,50,Affiliative,greeting,Eudora,C3101412,31,2,1412,Multiple,TwoOverlappingCalls,C3101412_C3101411_part1.wav,Greeting,EB,2000-10-16_31_2,229,229_Greeting,001_C3101412_C3101411_part1.wav
Amboseli,Ol Tukai Orok,10/16/00,2000,50,Affiliative,greeting,Elspeth,C3101412,31,2,1412,Multiple,TwoOverlappingCalls,C3101412_C3101411_part1.wav,Greeting,EB,2000-10-16_31_2,229,229_Greeting,001_C3101412_C3101411_part1.wav
Amboseli,Ol Tukai Orok,10/16/00,2000,50,Affiliative,greeting,Elspeth & Eudora,C3101430,31,2,1430,Multiple,TwoOverlappingCalls,C3101430_C3101411_part2.wav,Greeting,EB,2000-10-16_31_2,229,229_Greeting,002_C3101430_C3101411_part2.wav
Amboseli,Ol Tukai Orok,10/16/00,2000,50,Affiliative,greeting,Elspeth,C3101506,31,2,1506,Multiple,TwoOverlappingCalls,C3101506_C3101411_part3.wav,Greeting,EB,2000-10-16_31_2,229,229_Greeting,003_C3101506_C3101411_part3.wav
Amboseli,South of Camp,10/16/00,2000,22,Movement Space & Leadership,contact,Eudora,C3112733,31,13,12733,Multiple,MultipleOverlappingCalls,C3112733.wav,Contact,EB,2000-10-16_31_13,231,231_Contact,001_C3112733.wav
Amboseli,South of Camp,10/16/00,2000,22,Affiliative,little greeting,Elspeth,C3203731,32,4,3731,Single,NA,C3203731.wav,Little greeting,EB,2000-10-16_32_4,232,232_Little greeting,001_C3203731.wav
Amboseli,South of Camp,10/16/00,2000,22,Affiliative,little greeting,Elspeth,C3205438,32,4,5438,Multiple,TwoOverlappingCalls,C3205438.wav,Little greeting,EB,2000-10-16_32_4,232,232_Little greeting,002_C3205438.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,2,Calf Reassurance & Protection,coo,Eudora,C3304810,33,14,4810,Multiple,TwoOverlappingCalls,C3304810.wav,Coo,EB,2000-10-17_33_14,237,237_Coo,001_C3304810.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,2,Calf Reassurance & Protection,coo,Elspeth,C3304810,33,14,4812,Multiple,TwoOverlappingCalls,C3304810.wav,Coo,EB,2000-10-17_33_14,237,237_Coo,001_C3304810.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,2,Calf Reassurance & Protection,coo,Eudora,C3304820,33,14,4820,Single,NA,C3304820.wav,Coo,EB,2000-10-17_33_14,237,237_Coo,002_C3304820.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,2,Calf Reassurance & Protection,coo,Eudora,C3304830,33,14,4830,Multiple,TwoOverlappingCalls,C3304830.wav,Coo,EB,2000-10-17_33_14,237,237_Coo,003_C3304830.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311353,33,19,11353,Single,NA,C3311353.wav,Coo,EB,2000-10-17_33_19,240,240_Coo,001_C3311353.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311515,33,19,11515,Single,NA,C3311515.wav,Coo,EB,2000-10-17_33_19,240,240_Coo,002_C3311515.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311529,33,19,11529,Single,NA,C3311529.wav,Coo,EB,2000-10-17_33_19,240,240_Coo,003_C3311529.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311544,33,20,11544,Single,NA,C3311544.wav,Coo,EB,2000-10-17_33_20,241,241_Coo,001_C3311544.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311616,33,20,11616,Single,NA,C3311616.wav,Coo,EB,2000-10-17_33_20,241,241_Coo,002_C3311616.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311654,33,20,11654,Single,NA,C3311654.wav,Coo,EB,2000-10-17_33_20,241,241_Coo,003_C3311654.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,3,Calf Reassurance & Protection,coo,Eudora,C3311726,33,20,11726,Single,NA,C3311726.wav,Coo,EB,2000-10-17_33_20,241,241_Coo,004_C3311726.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eliot,C3403413,34,4,3413,Multiple,MultipleOverlappingCalls,C3403413.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,001_C3403413.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora & Elspeth,C3403413,34,4,3415,Multiple,MultipleOverlappingCalls,C3403413.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,001_C3403413.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora,C3403429,34,4,3429,Multiple,MultipleOverlappingCalls,C3403429.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,002_C3403429.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Elsbeth,C3403429,34,4,3435,Multiple,MultipleOverlappingCalls,C3403429.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,002_C3403429.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora,C3403457,34,4,3457,Single,NA,C3403457.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,003_C3403457.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora,C3403527,34,4,3527,Multiple,TwoOverlappingCalls,C3403527.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,004_C3403527.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Elspeth,C3403538,34,4,3538,Single,NA,C3403538.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,005_C3403538.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora,C3403800,34,4,3800,Multiple,TwoOverlappingCalls,C3403800.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,006_C3403800.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eliot,C3403800,34,4,3800,Multiple,TwoOverlappingCalls,C3403800.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,006_C3403800.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eliot,C3403808,34,4,3812,Multiple,TwoOverlappingCalls,C3403808.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,007_C3403808.wav
Amboseli,Ol Tukai Orok,10/17/00,2000,22,Affiliative,greeting,Eudora,C3403808,34,4,3814,Multiple,TwoOverlappingCalls,C3403808.wav,Greeting,EB,2000-10-17_34_4,246,246_Greeting,007_C3403808.wav
Amboseli,South of Camp,10/17/00,2000,22,Calf Reassurance & Protection,coo,Eudora,C3404342,34,5,4342,Single,NA,C3404342_part1.wav,Coo,EB,2000-10-17_34_5,247,247_Coo,001_C3404342_part1.wav
